0.718162306, 0.057523444, 0.039840108984624145
0.645145238, 0.069236874, 0.05195839500354336
0.594214059, 0.076581899, 0.06310879443260528
0.556034496, 0.081596983, 0.07308359642781241
0.525104327, 0.085321415, 0.0816969893010442
0.498009666, 0.08831321, 0.08878852184023753
0.472294292, 0.090899399, 0.09422609221188205
0.445688971, 0.093293704, 0.09790840876823229
0.415296165, 0.095646302, 0.09976687691905392
0.376085524, 0.098009544, 0.09976687691905392
0.31744892, 0.099893373, 0.0979084087682323
0.224240622, 0.097603785, 0.09422609221188205
0.120713746, 0.083299302, 0.08878852184023753
0.053080212, 0.060766169, 0.08169698930104421
0.021123399, 0.04033535, 0.07308359642781244
0.008047512, 0.025597674, 0.06310879443260527
0.002994597, 0.015866768, 0.05195839500354335
0.001084184, 0.009638992, 0.03984010898462418
0.000367806, 0.005647639, 0.02697967711570247
0.0001, 0.002956396, 0.013616664909624666
0, 0, 0
0.0001, -0.002956396, -0.013616664909624644
0.000367806, -0.005647639, -0.026979677115702407
0.001084184, -0.009638992, -0.03984010898462412
0.002994597, -0.015866768, -0.05195839500354337
0.008047512, -0.025597674, -0.0631087944326053
0.021123399, -0.04033535, -0.07308359642781241
0.053080212, -0.060766169, -0.08169698930104419
0.120713746, -0.083299302, -0.0887885218402375
0.224240622, -0.097603785, -0.09422609221188205
0.31744892, -0.099893373, -0.09790840876823227
0.376085524, -0.098009544, -0.09976687691905392
0.415296165, -0.095646302, -0.09976687691905392
0.445688971, -0.093293704, -0.09790840876823229
0.472294292, -0.090899399, -0.09422609221188205
0.498009666, -0.08831321, -0.08878852184023751
0.525104327, -0.085321415, -0.08169698930104423
0.556034496, -0.081596983, -0.07308359642781247
0.594214059, -0.076581899, -0.06310879443260531
0.645145238, -0.069236874, -0.051958395003543434
0.718162306, -0.057523444, -0.03984010898462411
